観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,8日の最大値(mm),8日の最大値の品質情報,8日の最大値起時（時）(まで),8日の最大値起時（分）(まで),8日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,7日までの観測史上1位の値(mm),7日までの観測史上1位の値の品質情報,7日までの観測史上1位の値の年,7日までの観測史上1位の値の月,7日までの観測史上1位の値の日,7日までの1月の1位の値(mm),7日までの1月の1位の値の品質情報,7日までの1月の1位の値の年,7日までの1月の1位の値の月,7日までの1月の1位の値の日,統計開始年
60226,滋賀県,信楽（シガラキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.0,8,2019,7,23,12.0,8,2002,1,21,1976
60236,滋賀県,土山（ツチヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,60.0,8,2023,9,11,14.5,8,2013,1,14,1976
61001,京都府,間人（タイザ）,,2026,1,8,16,0,0.0,8,1.0,4,0.0,22.0,4.0,,,51.0,8,1995,9,3,14.0,8,2020,1,8,1976
61031,京都府,峰山（ミネヤマ）,,2026,1,8,16,0,0.0,8,2.0,4,3.0,53.0,4.0,,,81.0,8,2008,7,28,11.0,8,2005,1,4,1976
61076,京都府,宮津（ミヤヅ）,,2026,1,8,16,0,0.0,8,4.5,4,5.0,19.0,4.0,,,71.0,8,2008,7,28,12.0,8,2020,1,8,1976
61096,京都府,坂浦（サカウラ）,,2026,1,8,16,0,1.5,8,3.5,4,9.0,41.0,4.0,,,89.0,8,2022,7,9,10.5,8,2024,1,21,2013
61111,京都府,舞鶴（マイヅル）,47750.0,2026,1,8,16,0,0.0,8,3.0,4,8.0,44.0,4.0,,,80.2,8,1957,7,16,13.5,8,2012,1,24,1947
61151,京都府,睦寄（ムツヨリ）,,2026,1,8,16,0,0.5,8,1.5,4,13.0,44.0,4.0,,,73.0,8,1998,7,29,9.5,8,2012,1,23,1977
61187,京都府,福知山（フクチヤマ）,,2026,1,8,16,0,1.0,8,2.0,4,13.0,3.0,4.0,,,79.5,8,2018,8,29,10.5,8,2024,1,21,1976
61192,京都府,三和（ミワ）,,2026,1,8,16,0,0.5,8,1.0,4,15.0,18.0,4.0,,,83.0,8,2022,7,9,10.0,8,2024,1,21,1982
61196,京都府,綾部山家（アヤベヤマガ）,,2026,1,8,16,0,0.0,8,1.5,4,11.0,9.0,4.0,,,54.5,8,2022,7,27,9.5,8,2024,1,21,2021
61201,京都府,本庄（ホンジョウ）,,2026,1,8,16,0,0.0,8,1.0,4,14.0,40.0,4.0,,,81.0,8,1976,9,10,10.5,8,2024,1,21,1976
61206,京都府,美山（ミヤマ）,,2026,1,8,16,0,0.5,8,1.0,4,13.0,34.0,4.0,,,76.0,8,1988,8,24,10.0,8,1988,1,21,1978
61241,京都府,須知（シュウチ）,,2026,1,8,16,0,0.0,8,0.5,4,13.0,56.0,4.0,,,74.0,8,2022,7,3,8.5,8,2020,1,8,1982
61242,京都府,園部（ソノベ）,,2026,1,8,16,0,0.0,8,0.5,4,15.0,22.0,4.0,,,66.0,8,2003,8,19,10.0,8,2020,1,8,2002
61251,京都府,京北（ケイホク）,,2026,1,8,16,0,0.0,8,1.0,4,13.0,24.0,4.0,,,85.5,8,2018,8,24,10.0,8,2009,1,31,1976
61286,京都府,京都（キョウト）,47759.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,102.0,8,2025,8,25,15.4,8,1950,1,30,1906
61306,京都府,長岡京（ナガオカキョウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,1987,9,10,13.5,8,2020,1,8,1976
61326,京都府,京田辺（キョウタナベ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2012,8,14,13.5,8,2020,1,8,1976
62016,大阪府,能勢（ノセ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.5,8,2018,8,24,11.0,8,2020,1,8,1976
62037,大阪府,茨木（イバラキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.0,8,2012,8,14,17.0,8,2018,1,17,2009
62046,大阪府,枚方（ヒラカタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,2012,8,14,13.0,8,2001,1,10,1976
62051,大阪府,豊中（トヨナカ）,,2026,1,8,16,0,0.0,8,0.5,4,0.0,43.0,4.0,,,110.0,8,2006,8,22,17.0,8,2020,1,8,1976
62078,大阪府,大阪（オオサカ）,47772.0,2026,1,8,16,0,0.0,8,1.5,4,0.0,45.0,4.0,,,77.5,8,2011,8,27,24.6,8,1950,1,30,1889
62081,大阪府,生駒山（イコマヤマ）,,2026,1,8,16,0,0.0,8,0.5,4,1.0,17.0,4.0,,,75.0,8,1999,8,11,12.0,8,2009,1,30,1976
62091,大阪府,堺（サカイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.5,8,2008,9,5,12.0,8,2003,1,27,1976
62096,大阪府,八尾（ヤオ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.0,8,2004,5,13,13.0,8,2003,1,27,2003
62101,大阪府,関空島（カンクウジマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.0,8,2014,10,13,15.5,8,2020,1,8,2003
62111,大阪府,河内長野（カワチナガノ）,,2026,1,8,16,0,0.0,8,0.5,4,2.0,47.0,4.0,,,59.0,8,1995,7,4,17.5,8,2020,1,8,1976
62131,大阪府,熊取（クマトリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.0,8,2003,8,26,17.0,8,2003,1,27,1976
63016,兵庫県,香住（カスミ）,,2026,1,8,16,0,1.0,8,5.5,4,0.0,3.0,4.0,,,87.0,8,2004,8,14,14.0,8,2007,1,8,1976
63032,兵庫県,温泉（オンセン）,,2026,1,8,16,0,0.0,8,2.0,4,11.0,25.0,4.0,,,75.5,8,2010,8,30,10.5,8,2009,1,10,2006
63051,兵庫県,豊岡（トヨオカ）,47747.0,2026,1,8,16,0,1.5,8,6.0,4,9.0,34.0,4.0,,,59.5,8,2004,8,14,13.3,8,1954,1,25,1926
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2026,1,8,16,0,0.5,8,3.0,4,4.0,50.0,4.0,,,67.0,8,2011,8,25,11.0,8,2016,1,20,2005
63111,兵庫県,大屋（オオヤ）,,2026,1,8,16,0,1.0,8,2.0,4,15.0,33.0,4.0,,,89.5,8,2016,9,8,11.0,8,2024,1,21,1976
63116,兵庫県,八鹿（ヨウカ）,,2026,1,8,16,0,0.5,8,3.0,4,11.0,19.0,4.0,,,63.0,8,2011,8,16,11.0,8,2015,1,22,2005
63121,兵庫県,和田山（ワダヤマ）,,2026,1,8,16,0,0.5,8,2.0,4,12.0,15.0,4.0,,,68.5,8,2010,7,1,9.0,8,2024,1,21,1976
63201,兵庫県,生野（イクノ）,,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,73.0,8,2019,6,21,14.0,8,2020,1,8,1976
63216,兵庫県,柏原（カイバラ）,,2026,1,8,16,0,0.0,8,0.5,4,9.0,35.0,4.0,,,94.0,8,2013,9,2,14.5,8,2015,1,15,1976
63241,兵庫県,佐用（サヨウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.0,8,2009,8,9,8.0,8,2015,1,15,1976
63251,兵庫県,一宮（イチノミヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.5,8,2012,7,20,11.5,8,2024,1,21,1976
63321,兵庫県,福崎（フクサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.5,8,2009,8,2,12.0,8,2015,1,15,1976
63331,兵庫県,西脇（ニシワキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.0,8,1983,9,28,10.0,8,2020,1,8,1976
63346,兵庫県,後川（シツカワ）,,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,68.0,8,2022,7,9,13.5,8,2020,1,8,1976
63366,兵庫県,上郡（カミゴオリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,56.0,8,2007,8,22,10.5,8,2015,1,15,1976
63383,兵庫県,姫路（ヒメジ）,47769.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.0,8,2011,9,4,19.0,8,1950,1,30,1949
63411,兵庫県,三田（サンダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.0,8,2025,7,8,16.0,8,2020,1,8,1976
63461,兵庫県,三木（ミキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.0,8,2008,7,8,14.5,8,2020,1,8,1977
63477,兵庫県,西宮（ニシノミヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2013,8,25,22.5,8,2020,1,8,2006
63491,兵庫県,家島（イエシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.0,4,1976,9,10,10.0,8,2015,1,15,1976
63496,兵庫県,明石（アカシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,63.0,8,2004,9,29,11.0,8,2015,1,15,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.5,8,2014,8,10,11.5,8,2015,1,26,2006
63518,兵庫県,神戸（コウベ）,47770.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.7,8,1939,8,1,21.0,8,2020,1,8,1897
63551,兵庫県,郡家（グンゲ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,104.0,8,2004,9,29,11.5,8,2015,1,15,1976
63571,兵庫県,洲本（スモト）,47776.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,95.2,8,1965,9,16,68.8,8,1950,1,30,1919
63588,兵庫県,南淡（ナンダン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,116.5,8,2024,8,29,11.5,8,2020,1,8,2004
64036,奈良県,奈良（ナラ）,47780.0,2026,1,8,16,0,0.0,8,0.5,4,1.0,35.0,4.0,,,79.0,8,2000,5,13,11.0,8,2020,1,8,1953
64041,奈良県,針（ハリ）,,2026,1,8,16,0,0.0,8,0.5,4,2.0,8.0,4.0,,,71.0,8,1977,7,27,16.0,8,1987,1,24,1976
64056,奈良県,田原本（タワラモト）,,2026,1,8,16,0,0.0,8,1.0,4,2.0,5.0,4.0,,,80.0,8,2010,8,27,11.5,8,2020,1,8,1976
64076,奈良県,曽爾（ソニ）,,2026,1,8,16,0,0.0,8,0.5,4,2.0,58.0,4.0,,,93.5,8,2018,7,29,14.5,8,2009,1,30,1976
64091,奈良県,葛城（カツラギ）,,2026,1,8,16,0,0.0,8,0.5,4,3.0,31.0,4.0,,,75.5,8,2017,9,12,15.5,8,2020,1,8,1981
64101,奈良県,大宇陀（オオウダ）,,2026,1,8,16,0,0.0,8,1.0,4,2.0,37.0,4.0,,,60.0,8,2022,9,2,15.5,8,2020,1,8,1976
64127,奈良県,五條（ゴジョウ）,,2026,1,8,16,0,0.0,8,0.5,4,3.0,14.0,4.0,,,48.5,8,2016,7,28,9.5,8,2018,1,17,2005
64136,奈良県,吉野（ヨシノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.0,8,2022,9,3,14.0,8,2020,1,8,1991
64161,奈良県,天川（テンカワ）,,2026,1,8,16,0,1.0,8,1.0,4,16.0,0.0,4.0,,,73.5,8,2012,9,7,15.5,8,2020,1,8,2010
64206,奈良県,上北山（カミキタヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.0,8,2004,8,5,16.5,8,2009,1,30,1976
64227,奈良県,風屋（カゼヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.0,8,2025,7,3,20.0,8,2020,1,8,1977
64236,奈良県,下北山（シモキタヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.5,8,2025,9,5,18.0,8,2020,1,8,2014
64262,奈良県,葛川（クズカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,56.5,8,2025,7,17,12.5,8,2023,1,14,2021
65021,和歌山県,葛城山（カツラギサン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,90.5,8,2020,9,5,22.5,8,2020,1,8,1976
65026,和歌山県,かつらぎ（カツラギ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2003,8,26,19.0,8,2018,1,17,1979
65036,和歌山県,友ケ島（トモガシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.0,8,2003,10,13,14.5,8,2020,1,8,1998
65042,和歌山県,和歌山（ワカヤマ）,47777.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,122.5,8,2009,11,11,30.0,8,1975,1,22,1933
65061,和歌山県,高野山（コウヤサン）,,2026,1,8,16,0,0.0,8,0.5,4,12.0,32.0,4.0,,,72.0,8,1976,7,28,21.0,8,1989,1,20,1976
65106,和歌山県,湯浅（ユアサ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.5,8,2023,6,2,44.0,8,2020,1,8,1976
65121,和歌山県,清水（シミズ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2023,6,2,31.5,8,2020,1,8,1976
65127,和歌山県,護摩壇山（ゴマダンザン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2018,9,4,26.0,8,2020,1,8,2010
65162,和歌山県,龍神（リュウジン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,82.0,8,2023,9,21,25.0,8,1995,1,4,1994
65201,和歌山県,川辺（カワベ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,2006,7,5,27.0,8,2021,1,27,1999
65226,和歌山県,本宮（ホングウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,2022,8,14,33.0,8,2009,1,30,1976
65256,和歌山県,栗栖川（クリスガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,102.0,8,2001,8,9,32.0,8,2021,1,27,1976
65276,和歌山県,新宮（シングウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,132.5,8,2011,9,4,50.0,8,1979,1,30,1976
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,97.5,8,2016,7,9,19.5,8,2015,1,15,2006
65306,和歌山県,西川（ニシカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.5,8,2018,8,23,38.0,8,2009,1,30,1979
65311,和歌山県,色川（イロカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.0,8,1988,9,6,47.0,8,1979,1,30,1977
65321,和歌山県,日置川（ヒキガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.5,8,2017,6,21,32.0,8,1996,1,15,1976
65356,和歌山県,潮岬（シオノミサキ）,47778.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,145.0,8,1972,11,14,48.0,8,2009,1,30,1937
66046,岡山県,上長田（カミナガタ）,,2026,1,8,16,0,0.0,8,2.0,4,10.0,48.0,4.0,,,73.0,8,2013,7,15,13.5,8,2015,1,22,1978
66056,岡山県,恩原（オンバラ）,,2026,1,8,16,0,1.0,8,2.5,4,11.0,34.0,4.0,,,71.5,8,2023,8,15,11.5,8,2015,1,15,1981
66091,岡山県,千屋（チヤ）,,2026,1,8,16,0,0.5,8,1.5,4,11.0,44.0,4.0,,,78.5,8,2025,6,23,8.0,8,2015,1,22,1978
66112,岡山県,富（トミ）,,2026,1,8,16,0,1.0,8,1.5,4,14.0,46.0,4.0,,,62.0,8,2007,8,19,13.0,8,2015,1,22,2006
66127,岡山県,奈義（ナギ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,66.0,8,2002,7,10,9.0,8,2024,1,21,1977
66136,岡山県,今岡（イマオカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.5,8,2019,7,8,11.0,8,2024,1,21,1976
66171,岡山県,久世（クセ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.5,8,2023,8,16,8.5,8,2024,1,21,1976
66186,岡山県,津山（ツヤマ）,47756.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.0,8,1977,9,3,9.9,8,1950,1,30,1943
66221,岡山県,新見（ニイミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,58.0,8,2005,7,1,11.0,8,2002,1,27,1978
66226,岡山県,下呰部（シモアザエ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.5,8,2023,8,16,8.0,8,1996,1,15,1976
66237,岡山県,旭西（アサヒニシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.5,8,2013,8,5,8.0,8,2024,1,21,2010
66251,岡山県,赤磐（アカイワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.0,8,2004,8,5,13.0,8,2008,1,12,1976
66276,岡山県,陣山（ジンヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.5,8,2012,7,7,9.0,8,1996,1,15,1976
66287,岡山県,吉備中央（キビチュウオウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.0,8,2012,7,21,14.0,8,2008,1,12,2006
66296,岡山県,福渡（フクワタリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.0,8,1982,8,7,15.0,8,2008,1,12,1976
66306,岡山県,和気（ワケ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,2003,8,8,8.0,8,2015,1,15,1976
66336,岡山県,高梁（タカハシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,55.0,8,1988,6,27,11.0,8,2008,1,12,1976
66346,岡山県,日応寺（ニチオウジ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,49.5,8,2017,7,29,8.0,8,2006,1,14,2003
66381,岡山県,佐屋（サヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.0,8,2007,8,19,9.5,8,2015,1,15,1976
66391,岡山県,矢掛（ヤカゲ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,60.0,8,1988,8,24,10.0,8,2008,1,12,1976
66408,岡山県,岡山（オカヤマ）,47768.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.5,8,1994,7,7,9.5,8,2015,1,15,1933
66421,岡山県,虫明（ムシアゲ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.0,8,2004,8,5,10.0,8,2015,1,15,1976
66446,岡山県,倉敷（クラシキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,48.5,8,2022,8,21,8.5,8,2020,1,8,1976
66481,岡山県,笠岡（カサオカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,46.5,8,2008,7,5,10.5,8,2015,1,15,1976
66501,岡山県,玉野（タマノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,48.0,8,2004,9,29,9.0,8,2020,1,8,1976
67016,広島県,高野（タカノ）,,2026,1,8,16,0,0.0,8,1.0,4,11.0,5.0,4.0,,,73.0,8,2005,8,15,8.0,8,2006,1,14,1976
67026,広島県,道後山（ドウゴヤマ）,,2026,1,8,16,0,0.5,8,1.5,4,8.0,37.0,4.0,,,64.0,8,2011,7,24,8.0,8,2024,1,20,2006
67052,広島県,君田（キミタ）,,2026,1,8,16,0,0.5,8,1.5,4,12.0,49.0,4.0,,,78.0,8,2006,8,21,10.0,8,2016,1,20,2006
67106,広島県,三次（ミヨシ）,,2026,1,8,16,0,0.0,8,1.0,4,8.0,2.0,4.0,,,74.0,8,1996,7,22,11.0,8,2006,1,14,1976
67116,広島県,庄原（ショウバラ）,,2026,1,8,16,0,0.0,8,0.5,4,1.0,30.0,4.0,,,64.0,8,2010,7,16,11.0,8,2006,1,14,1976
67126,広島県,東城（トウジョウ）,,2026,1,8,16,0,0.0,8,0.5,4,9.0,10.0,4.0,,,69.5,8,2012,7,28,7.5,8,2024,1,21,1976
67136,広島県,八幡（ヤワタ）,,2026,1,8,16,0,0.5,8,1.5,4,14.0,0.0,4.0,,,72.0,8,1995,8,31,13.0,8,2002,1,26,1978
67151,広島県,大朝（オオアサ）,,2026,1,8,16,0,0.0,8,1.5,4,12.0,26.0,4.0,,,59.0,8,2025,7,8,13.0,4,1976,1,12,1976
67161,広島県,美土里（ミドリ）,,2026,1,8,16,0,0.0,8,1.0,4,12.0,49.0,4.0,,,68.5,8,2015,7,10,8.0,8,2020,1,8,2006
67191,広島県,油木（ユキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.0,8,2004,8,6,12.0,8,1988,1,21,1978
67211,広島県,王泊（オオドマリ）,,2026,1,8,16,0,0.0,8,0.5,4,14.0,41.0,4.0,,,65.0,8,2019,6,21,8.0,8,1988,1,21,1978
67212,広島県,加計（カケ）,,2026,1,8,16,0,0.0,8,0.5,4,13.0,36.0,4.0,,,85.0,8,1992,8,25,10.0,8,2020,1,8,1976
67217,広島県,都志見（ツシミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2014,8,20,12.5,8,2020,1,8,2006
67231,広島県,甲田（コウダ）,,2026,1,8,16,0,0.0,8,0.5,4,15.0,47.0,4.0,,,73.5,8,2022,9,1,10.0,8,1996,1,15,1976
67251,広島県,上下（ジョウゲ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.0,8,2016,7,31,11.0,8,1996,1,15,1976
67271,広島県,内黒山（ウチグロヤマ）,,2026,1,8,16,0,0.5,8,2.0,4,12.0,14.0,4.0,,,62.0,8,1995,7,22,12.5,8,2020,1,8,1976
67292,広島県,三入（ミイリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,101.0,8,2014,8,20,11.0,8,2020,1,8,1976
67306,広島県,安宿（アスカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.5,8,2024,7,24,8.5,8,2020,1,8,2010
67316,広島県,世羅（セラ）,,2026,1,8,16,0,0.0,8,0.5,4,13.0,21.0,4.0,,,48.5,8,2021,9,4,12.0,8,1996,1,15,1976
67326,広島県,府中（フチュウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.0,8,2020,7,29,15.0,8,2008,1,12,1976
67351,広島県,佐伯湯来（サエキユキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,58.0,8,2006,9,16,15.0,8,2020,1,8,2006
67371,広島県,志和（シワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,56.0,8,2024,7,24,13.5,8,2020,1,8,1977
67376,広島県,東広島（ヒガシヒロシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.0,8,2006,8,11,15.0,8,2008,1,12,1976
67386,広島県,本郷（ホンゴウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,56.5,8,2018,7,6,11.0,8,2008,1,12,2003
67401,広島県,福山（フクヤマ）,47767.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.0,8,2008,8,29,12.0,8,2015,1,15,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,1987,9,11,14.0,8,2006,1,14,1978
67437,広島県,広島（ヒロシマ）,47765.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.2,8,1926,9,11,16.0,8,2020,1,8,1888
67461,広島県,竹原（タケハラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,57.0,8,2021,8,18,10.5,8,2020,1,8,1976
67471,広島県,生口島（イクチジマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,48.0,8,2007,7,3,9.5,8,2020,1,8,1976
67496,広島県,大竹（オオタケ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.0,8,2025,9,10,17.0,8,2020,1,8,1976
67511,広島県,呉（クレ）,47766.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.7,8,1967,7,9,20.0,8,2020,1,8,1920
67566,広島県,倉橋（クラハシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,62.0,8,2018,9,7,15.0,8,2015,1,15,1976
67576,広島県,呉市蒲刈（クレシカマガリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.5,8,2013,8,25,16.5,8,2020,1,8,2009
68022,島根県,西郷（サイゴウ）,47740.0,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,93.0,8,1988,9,27,14.0,8,2011,1,1,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2026,1,8,16,0,0.0,8,0.5,4,10.0,44.0,4.0,,,63.0,8,2020,8,7,11.5,8,2023,1,13,2003
68056,島根県,海士（アマ）,,2026,1,8,16,0,0.5,8,1.0,4,14.0,43.0,4.0,,,76.0,8,2021,8,9,17.5,8,2023,1,15,1978
68091,島根県,鹿島（カシマ）,,2026,1,8,16,0,0.0,8,0.5,4,12.0,38.0,4.0,,,102.0,8,1989,10,2,11.0,8,2007,1,2,1976
68121,島根県,斐川（ヒカワ）,,2026,1,8,16,0,0.0,8,0.5,4,15.0,47.0,4.0,,,75.0,8,2021,7,7,11.5,8,2010,1,21,1976
68132,島根県,松江（マツエ）,47741.0,2026,1,8,16,0,0.0,8,1.5,4,7.0,58.0,4.0,,,77.9,8,1944,8,25,10.8,8,1957,1,9,1940
68156,島根県,出雲（イズモ）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,5.0,4.0,,,67.5,8,2010,8,12,17.0,8,2010,1,21,1978
68166,島根県,大東（ダイトウ）,,2026,1,8,16,0,0.0,8,0.5,4,12.0,23.0,4.0,,,64.0,8,1990,9,1,9.0,8,2012,1,2,1976
68181,島根県,伯太（ハクタ）,,2026,1,8,16,0,0.0,8,2.0,4,11.0,49.0,4.0,,,100.5,8,2013,7,15,11.5,8,2010,1,21,1976
68206,島根県,佐田（サダ）,,2026,1,8,16,0,0.0,8,2.0,4,10.0,8.0,4.0,,,74.0,8,2012,7,6,14.5,8,2009,1,10,1976
68246,島根県,大田（オオダ）,,2026,1,8,16,0,0.5,8,2.5,4,9.0,31.0,4.0,,,77.0,8,2005,7,2,14.0,8,1983,1,30,1976
68261,島根県,掛合（カケヤ）,,2026,1,8,16,0,0.5,8,2.0,4,13.0,48.0,4.0,,,69.0,8,2021,7,12,8.0,8,2004,1,13,1976
68276,島根県,横田（ヨコタ）,,2026,1,8,16,0,0.0,8,1.5,4,7.0,1.0,4.0,,,92.0,8,1976,7,29,9.0,8,2008,1,11,1976
68286,島根県,福光（フクミツ）,,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,71.0,8,2025,9,10,19.5,8,2021,1,16,1978
68306,島根県,赤名（アカナ）,,2026,1,8,16,0,0.5,8,1.5,4,13.0,28.0,4.0,,,76.0,8,2025,8,26,8.0,8,2018,1,10,1978
68346,島根県,桜江（サクラエ）,,2026,1,8,16,0,0.0,8,3.5,4,10.0,56.0,4.0,,,92.5,8,2013,8,24,12.0,8,2003,1,20,1976
68351,島根県,川本（カワモト）,,2026,1,8,16,0,1.0,8,1.5,4,15.0,40.0,4.0,,,59.0,8,2023,9,5,9.5,8,2017,1,9,1976
68376,島根県,浜田（ハマダ）,47755.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,1983,7,23,14.2,8,1916,1,2,1912
68401,島根県,瑞穂（ミズホ）,,2026,1,8,16,0,0.5,8,3.5,4,10.0,1.0,4.0,,,62.0,8,2006,7,8,9.5,8,2023,1,13,1976
68421,島根県,三隅（ミスミ）,,2026,1,8,16,0,0.0,8,0.5,4,15.0,38.0,4.0,,,100.0,8,1988,7,20,12.0,8,2005,1,15,1976
68431,島根県,弥栄（ヤサカ）,,2026,1,8,16,0,0.0,8,1.5,4,13.0,0.0,4.0,,,83.0,8,1995,8,31,11.0,8,2024,1,15,1978
